year,state,state_code,office,candidate,party,percentage,winner,incumbent
1950,Tennessee,TN,governor,John Randolph Neal Jr.,Independent,21.9,False,False
1950,Texas,TX,governor,Allan Shivers,Democratic,89.9,True,True
1950,Texas,TX,governor,Ralph W. Currie,Republican,10.1,False,False
1950,Vermont,VT,governor,Lee E. Emerson,Republican,74.5,True,False
1950,Vermont,VT,governor,J. Edward Moran,Democratic,25.5,False,False
1950,Wisconsin,WI,governor,Walter J. Kohler Jr.,Republican,53.2,True,False
1950,Wisconsin,WI,governor,Carl W. Thompson,Democratic,46.2,False,False
1950,Wisconsin,WI,governor,Michael Essin,Progressive,0.3,False,False
1950,Wisconsin,WI,governor,William O. Hart,Socialist,0.3,False,False
1950,Wyoming,WY,governor,Frank A. Barrett,Republican,56.2,True,False
1950,Wyoming,WY,governor,John J. McIntyre,Democratic,43.9,False,False
1951,Kentucky,KY,governor,Lawrence Wetherby,Democratic,54.6,True,True
1951,Kentucky,KY,governor,Eugene Siler,Republican,45.4,False,False
1951,Louisiana,LA,governor,Robert F. Kennon,Democratic,95.99,True,False
1951,Louisiana,LA,governor,Harrison Bagwell,Republican,4.01,False,False
1951,Mississippi,MS,governor,Hugh L. White,Democratic,,True,False
1951,Mississippi,MS,governor,''Unopposed'',,,False,False
1952,Arizona,AZ,governor,J. Howard Pyle,Republican,60.2,True,True
1952,Arizona,AZ,governor,Joe C. Haldiman,Democratic,39.8,False,False
1952,Arkansas,AR,governor,Francis Cherry,Democratic,87.4,True,False
1952,Arkansas,AR,governor,Jefferson W. Speck,Republican,12.6,False,False
1952,Colorado,CO,governor,Daniel I. J. Thornton,Republican,57.1,True,True
1952,Colorado,CO,governor,John W. Metzger,Democratic,42.4,False,False
1952,Colorado,CO,governor,Louis K. Stephens,Labor,0.5,False,False
1952,Delaware,DE,governor,J. Caleb Boggs,Republican,52.1,True,False
1952,Delaware,DE,governor,Elbert N. Carvel,Democratic,47.9,False,True
1952,Florida,FL,governor,Daniel T. McCarty,Democratic,74.8,True,False
1952,Florida,FL,governor,Harry S. Swan,Republican,25.2,False,False
1952,Illinois,IL,governor,William Stratton,Republican,52.5,True,False
1952,Illinois,IL,governor,Sherwood Dixon,Democratic,47.3,False,False
1952,Illinois,IL,governor,Louis Fisher,Labor,0.2,False,False
1952,Indiana,IN,governor,George N. Craig,Republican,55.7,True,False
1952,Indiana,IN,governor,John A. Watkins,Democratic,43.6,False,False
1952,Indiana,IN,governor,Lester N. Abel,Prohibition,0.65,False,False
1952,Indiana,IN,governor,Samuel Boorda,Progressive,0.05,False,False
1952,Indiana,IN,governor,Charles Ginsberg,Labor,0.04,False,False
1952,Iowa,IA,governor,William S. Beardsley,Republican,51.9,True,True
1952,Iowa,IA,governor,Herschel C. Loveless,Democratic,47.8,False,False
1952,Iowa,IA,governor,Z. Everett Kellum,Prohibition,0.23,False,False
1952,Iowa,IA,governor,Ernest J. Seemann,Independent,0.1,False,False
1952,Kansas,KS,governor,Edward F. Arn,Republican,56.3,True,True
1952,Kansas,KS,governor,Charles Rooney,Democratic,41.7,False,False
1952,Kansas,KS,governor,David C. White,Prohibition,1.8,False,False
1952,Kansas,KS,governor,W.W. Tamplin,Socialist,0.22,False,False
1952,Maine,ME,governor,Burton M. Cross,Republican,51.7,True,False
1952,Maine,ME,governor,James C. Oliver,Democratic,33.2,False,False
1952,Maine,ME,governor,Neil S. Bishop,Independent Republican,14.4,False,False
1952,Maine,ME,governor,Henry W. Boyker,Independent,0.66,False,False
1952,Massachusetts,MA,governor,Christian Herter,Republican,49.91,True,False
1952,Massachusetts,MA,governor,Paul A. Dever,Democratic,49.29,False,True
1952,Massachusetts,MA,governor,Florence H. Luscomb,Independent,0.32,False,False
1952,Massachusetts,MA,governor,Larence Gilfedder,Labor,0.26,False,False
1952,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.22,False,False
1952,Michigan,MI,governor,G. Mennen Williams,Democratic,49.96,True,True
1952,Michigan,MI,governor,Frederick M. Alger Jr.,Republican,49.66,False,False
1952,Michigan,MI,governor,E. Harold Munn,Prohibition,0.31,False,False
1952,Michigan,MI,governor,Theos A. Grove,Labor,0.04,False,False
1952,Michigan,MI,governor,Howard Lerner,Workers,0.02,False,False
1952,Minnesota,MN,governor,C. Elmer Anderson,Republican,55.3,True,True
1952,Minnesota,MN,governor,Orville Freeman,Minnesota Democratic-farmer-labor,44.0,False,False
1952,Minnesota,MN,governor,Martin Frederickson,Progressive,0.4,False,False
1952,Minnesota,MN,governor,Eldrid H. Bauers,Labor,0.3,False,False
1952,Missouri,MO,governor,Phil M. Donnelly,Democratic,52.6,True,False
1952,Missouri,MO,governor,Howard Elliott,Republican,47.4,False,False
1952,Missouri,MO,governor,Howard Edsell,Progressive,0.05,False,False
1952,Missouri,MO,governor,Maurice R. Wheeler,Socialist,0.02,False,False
1952,Missouri,MO,governor,Don Lohbeck,Nationalist,0.01,False,False
1952,Missouri,MO,governor,Clara Hayes,Labor,0.01,False,False
1952,Montana,MT,governor,J. Hugo Aronson,Republican,51.0,True,False
1952,Montana,MT,governor,John W. Bonner,Democratic,49.0,False,True
1952,Nebraska,NE,governor,Robert B. Crosby,Republican,61.4,True,False
1952,Nebraska,NE,governor,Walter R. Raecke,Democratic,38.6,False,False
1952,New Hampshire,NH,governor,Hugh Gregg,Republican,63.2,True,False
1952,New Hampshire,NH,governor,William H. Craig,Democratic,36.9,False,False
1952,New Mexico,NM,governor,Edwin L. Mechem,Republican,53.8,True,True
1952,New Mexico,NM,governor,Everett Grantham,Democratic,46.2,False,False
1952,North Carolina,NC,governor,William B. Umstead,Democratic,67.5,True,False
1952,North Carolina,NC,governor,Herbert F. Seawell Jr.,Republican,32.5,False,False
1952,North Dakota,ND,governor,Norman Brunsdale,Republican,78.7,True,True
1952,North Dakota,ND,governor,Ole C. Johnson,Democratic,21.3,False,False
1952,Ohio,OH,governor,Frank Lausche,Democratic,55.9,True,True
1952,Ohio,OH,governor,Charles Phelps Taft II,Republican,44.1,False,False
1952,Rhode Island,RI,governor,Dennis J. Roberts,Democratic,52.6,True,True
1952,Rhode Island,RI,governor,Raoul Archambault Jr.,Republican,47.4,False,False
1952,South Dakota,SD,governor,Sigurd Anderson,Republican,70.2,True,True
1952,South Dakota,SD,governor,Sherman A. Iverson,Democratic,29.9,False,False
1952,Tennessee,TN,governor,Frank G. Clement,Democratic,79.4,True,False
1952,Tennessee,TN,governor,R. Beecher Witt,Republican,20.6,False,False
1952,Texas,TX,governor,Allan Shivers,Democratic,98.05,True,True
1952,Utah,UT,governor,J. Bracken Lee,Republican,55.1,True,True
1952,Utah,UT,governor,Earl J. Glade,Democratic,44.9,False,False
1952,Vermont,VT,governor,Lee E. Emerson,Republican,52.0,True,True
1952,Vermont,VT,governor,Robert W. Larrow,Democratic,39.8,False,False
1952,Vermont,VT,governor,Henry D. Vail,Independent,8.3,False,False
1952,Washington,WA,governor,Arthur B. Langlie,Republican,52.7,True,True
1952,Washington,WA,governor,Hugh Mitchell,Democratic,47.4,False,False
1952,West Virginia,WV,governor,William C. Marland,Democratic,51.5,True,False
1952,West Virginia,WV,governor,Rush Holt Sr.,Republican,48.5,False,False
1952,Wisconsin,WI,governor,Walter J. Kohler Jr.,Republican,62.5,True,True
1952,Wisconsin,WI,governor,William Proxmire,Democratic,37.3,False,False
1952,Wisconsin,WI,governor,Michael Essin,Independent,0.2,False,False
1953,New Jersey,NJ,governor,Robert B. Meyner,Democratic,53.17,True,False
1953,New Jersey,NJ,governor,Paul L. Troast,Republican,44.68,False,False
1953,New Jersey,NJ,governor,Clendenin Ryan,Independent Voters,1.29,False,False
1953,New Jersey,NJ,governor,Henry B. Krajewski,Veterans Bonus Now,0.71,False,False
1953,New Jersey,NJ,governor,Albert Ronis,Socialist Labor,0.16,False,False
1953,Virginia,VA,governor,Thomas B. Stanley,Democratic,54.83,True,False
1953,Virginia,VA,governor,Theodore Roosevelt Dalton,Republican,44.28,False,False
1953,Virginia,VA,governor,Howard Carwile,Independent,0.89,False,False
1954,Alabama,AL,governor,Jim Folsom,Democratic,73.4,True,False
1954,Alabama,AL,governor,Tom Abernathy,Republican,26.6,False,False
1954,Arizona,AZ,governor,Ernest McFarland,Democratic,52.5,True,False
1954,Arizona,AZ,governor,J. Howard Pyle,Republican,47.5,False,True
1954,Arkansas,AR,governor,Orval Faubus,Democratic,62.1,True,False
1954,Arkansas,AR,governor,Pratt Remmel,Republican,37.9,False,False
1954,California,CA,governor,Goodwin Knight,Republican,56.8,True,True
1954,California,CA,governor,Richard P. Graves,Democratic,43.2,False,False
1954,Colorado,CO,governor,Edwin C. Johnson,Democratic,53.6,True,False
1954,Colorado,CO,governor,Donald G. Brotzman,Republican,46.4,False,False
1954,Connecticut,CT,governor,Abraham Ribicoff,Democratic,49.5,True,False
1954,Connecticut,CT,governor,John Davis Lodge,Republican,49.16,False,True
1954,Connecticut,CT,governor,Jasper McLevy,Socialist,1.19,False,False
1954,Connecticut,CT,governor,Vivien Kellems,Independent Republican,0.15,False,False
1954,Florida,FL,governor,LeRoy Collins,Democratic,80.4,True,False
1954,Florida,FL,governor,J. Thomas Watson,Republican,19.5,False,False
1954,Georgia,GA,governor,Primary results:,,,True,False
1954,Georgia,GA,governor,Marvin Griffin,Democratic,36.32,True,False
1954,Georgia,GA,governor,Melvin E. Thompson,Democratic,25.07,False,False
1954,Georgia,GA,governor,Tom Linder,Democratic,13.5,False,False
1954,Georgia,GA,governor,Fred Hand,Democratic,12.09,False,False
1954,Georgia,GA,governor,Charlie Gowen,Democratic,11.42,False,False
1954,Georgia,GA,governor,Grace Wilkey Thomas,Democratic,0.97,False,False
1954,Georgia,GA,governor,Ben Garland,Democratic,0.44,False,False
1954,Georgia,GA,governor,General election:,,,True,False
1954,Idaho,ID,governor,Robert E. Smylie,Republican,54.2,True,False
1954,Idaho,ID,governor,Clark Hamilton,Democratic,45.8,False,False
1954,Iowa,IA,governor,Leo Hoegh,Republican,51.4,True,False
1954,Iowa,IA,governor,Clyde E. Herring,Democratic,48.4,False,False
1954,Iowa,IA,governor,Howard H. Tyler,Independent,0.3,False,False
1954,Kansas,KS,governor,Fred Hall,Republican,53.0,True,False
1954,Kansas,KS,governor,George Docking,Democratic,46.0,False,False
1954,Kansas,KS,governor,Chester A. Roberts,Prohibition,0.9,False,False
1954,Kansas,KS,governor,W.W. Tamplin,Socialist,0.16,False,False
1954,Maine,ME,governor,Edmund Muskie,Democratic,54.5,True,False
1954,Maine,ME,governor,Burton M. Cross,Republican,45.5,False,True
1954,Maryland,MD,governor,Theodore McKeldin,Republican,54.5,True,True
1954,Maryland,MD,governor,Curley Byrd,Democratic,45.6,False,False
1954,Massachusetts,MA,governor,Christian Herter,Republican,51.8,True,True
1954,Massachusetts,MA,governor,Robert F. Murphy,Democratic,47.8,False,False
1954,Massachusetts,MA,governor,Larence Gilfedder,Labor,0.3,False,False
1954,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.14,False,False
1954,Michigan,MI,governor,G. Mennen Williams,Democratic,55.6,True,True
1954,Michigan,MI,governor,Donald S. Leonard,Republican,44.1,False,False
1954,Michigan,MI,governor,E. Harold Munn,Prohibition,0.27,False,False
1954,Michigan,MI,governor,Theos A. Grove,Labor,0.05,False,False
1954,Michigan,MI,governor,Frank Lovell,Workers,0.03,False,False
1954,Minnesota,MN,governor,Orville Freeman,Minnesota Democratic-farmer-labor,52.7,True,False
1954,Minnesota,MN,governor,C. Elmer Anderson,Republican,46.8,False,True
1954,Minnesota,MN,governor,Ross P. Schelin,Independent,0.5,False,False
1954,Nebraska,NE,governor,Victor Anderson,Republican,60.3,True,False
1954,Nebraska,NE,governor,William Ritchie,Democratic,39.7,False,False
1954,Nevada,NV,governor,Charles H. Russell,Republican,53.1,True,True
1954,Nevada,NV,governor,Vail Pittman,Democratic,46.9,False,False
1954,New Hampshire,NH,governor,Lane Dwinell,Republican,55.1,True,False
1954,New Hampshire,NH,governor,John Shaw,Democratic,44.9,False,False
1954,New Mexico,NM,governor,John F. Simms,Democratic,57.0,True,False
1954,New Mexico,NM,governor,Alvin Stockton,Republican,43.0,False,False
1954,New York,NY,governor,W. Averell Harriman,Democratic,49.61,True,False
1954,New York,NY,governor,Irving Ives,Republican,49.4,False,False
1954,New York,NY,governor,John T. McManus,Labor,0.91,False,False
1954,New York,NY,governor,David L. Weiss,Workers,0.05,False,False
1954,New York,NY,governor,Nathan Karp,Independent,0.03,False,False
1954,North Dakota,ND,governor,Norman Brunsdale,Republican,64.2,True,True
1954,North Dakota,ND,governor,Cornelius Bymers,Democratic,35.8,False,False
1954,Ohio,OH,governor,Frank Lausche,Democratic,54.1,True,True
1954,Ohio,OH,governor,Jim Rhodes,Republican,45.9,False,False
1954,Oklahoma,OK,governor,Raymond Gary,Democratic,58.7,True,False
1954,Oklahoma,OK,governor,Reuben K. Sparks,Republican,41.3,False,False
1954,Oregon,OR,governor,Paul L. Patterson,Republican,56.9,True,True
1954,Oregon,OR,governor,Joseph K. Carson,Democratic,43.1,False,False
1954,Pennsylvania,PA,governor,George M. Leader,Democratic,53.7,True,False
1954,Pennsylvania,PA,governor,Lloyd H. Wood,Republican,46.2,False,False
1954,Pennsylvania,PA,governor,Henry Beitscher,Progressive,0.1,False,False
1954,Pennsylvania,PA,governor,Louis Dirle,Labor,0.1,False,False
1954,Rhode Island,RI,governor,Dennis J. Roberts,Democratic,57.7,True,True
1954,Rhode Island,RI,governor,Dean J. Lewis,Republican,41.7,False,False
1954,Rhode Island,RI,governor,Arthur E. Marley,Independent,0.6,False,False
1954,South Carolina,SC,governor,Primary results:,,,True,False
1954,South Carolina,SC,governor,George Bell Timmerman Jr.,Democratic,61.34,True,False
1954,South Carolina,SC,governor,Lester L. Bates,Democratic,38.66,False,False
1954,South Carolina,SC,governor,General election:,,,True,False
1954,South Dakota,SD,governor,Joe Foss,Republican,56.7,True,False
1954,South Dakota,SD,governor,Ed C. Martin,Democratic,43.3,False,False
1954,Tennessee,TN,governor,Primary results:,,,True,False
1954,Tennessee,TN,governor,Frank G. Clement,Democratic,68.17,True,True
1954,Tennessee,TN,governor,Gordon W. Browning,Democratic,27.61,False,False
1954,Tennessee,TN,governor,Raulston Schoolfield,Democratic,4.23,False,False
1954,Tennessee,TN,governor,General election:,,,True,False
1954,Tennessee,TN,governor,John Randolph Neal Jr.,Independent,12.2,False,False
1954,Tennessee,TN,governor,W.E. Michel,Republican,0.5,False,False
1954,Texas,TX,governor,Allan Shivers,Democratic,89.4,True,True
1954,Texas,TX,governor,Tod R. Adams,Republican,10.4,False,False
1954,Vermont,VT,governor,Joseph B. Johnson,Republican,52.3,True,False
1954,Vermont,VT,governor,E. Frank Branon,Democratic,47.7,False,False
1954,Wisconsin,WI,governor,Walter J. Kohler Jr.,Republican,51.5,True,True
1954,Wisconsin,WI,governor,William Proxmire,Democratic,48.4,False,False
1954,Wisconsin,WI,governor,Arthur Wepfer,Labor,0.2,False,False
1954,Wyoming,WY,governor,Milward Simpson,Republican,50.5,True,False
1954,Wyoming,WY,governor,William M. Jack,Democratic,49.5,False,False
1956,Arizona,AZ,governor,Ernest McFarland,Democratic,59.6,True,True
1956,Arizona,AZ,governor,Horace B. Griffen,Republican,40.5,False,False
1956,Arkansas,AR,governor,Orval Faubus,Democratic,80.7,True,True
1956,Arkansas,AR,governor,Roy Mitchell,Republican,19.4,False,False
1956,Colorado,CO,governor,Stephen McNichols,Democratic,51.3,True,False
1956,Colorado,CO,governor,Donald G. Brotzman,Republican,48.7,False,False
1956,Delaware,DE,governor,J. Caleb Boggs,Republican,52.0,True,True
1956,Delaware,DE,governor,Elbert N. Carvel,Democratic,48.1,False,False
1956,Florida,FL,governor,LeRoy Collins,Democratic,73.7,True,True
1956,Florida,FL,governor,William A. Washburne Jr.,Republican,26.3,False,False
1956,Illinois,IL,governor,William Stratton,Republican,50.34,True,True
1956,Illinois,IL,governor,Richard B. Austin,Democratic,49.48,False,False
1956,Illinois,IL,governor,Edward C. Gross,Labor,0.18,False,False
1956,Indiana,IN,governor,Harold W. Handley,Republican,55.6,True,False
1956,Indiana,IN,governor,Ralph Tucker,Democratic,44.0,False,False
1956,Indiana,IN,governor,J. Ralston Miller,Prohibition,0.35,False,False
1956,Indiana,IN,governor,Merle N. Miller,Labor,0.06,False,False
1956,Iowa,IA,governor,Herschel C. Loveless,Democratic,51.2,True,False
1956,Iowa,IA,governor,Leo Hoegh,Republican,48.8,False,True
1956,Kansas,KS,governor,George Docking,Democratic,55.4,True,False
1956,Kansas,KS,governor,Warren W. Shaw,Republican,42.2,False,False
1956,Kansas,KS,governor,Harry O. Lytle Jr.,Prohibition,2.4,False,False
1956,Maine,ME,governor,Edmund Muskie,Democratic,59.2,True,True
1956,Maine,ME,governor,Willis A. Trafton,Republican,40.8,False,False
1956,Massachusetts,MA,governor,Foster Furcolo,Democratic,52.8,True,False
1956,Massachusetts,MA,governor,Sumner G. Whittier,Republican,46.9,False,False
1956,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.25,False,False
1956,Massachusetts,MA,governor,Mark R. Shaw,Prohibition,0.12,False,False
1956,Michigan,MI,governor,G. Mennen Williams,Democratic,54.7,True,True
1956,Michigan,MI,governor,Albert Cobo,Republican,45.1,False,False
1956,Michigan,MI,governor,Alfred T. Halsted,Prohibition,0.2,False,False
1956,Minnesota,MN,governor,Orville Freeman,Minnesota Democratic-farmer-labor,51.4,True,True
1956,Minnesota,MN,governor,Ancher Nelsen,Republican,48.2,False,False
1956,Minnesota,MN,governor,Rudolph Gustafson,Independent,0.4,False,False
1956,Missouri,MO,governor,James T. Blair Jr.,Democratic,52.1,True,False
1956,Missouri,MO,governor,Lon Hooker,Republican,47.9,False,False
1956,Montana,MT,governor,J. Hugo Aronson,Republican,51.4,True,True
1956,Montana,MT,governor,Arnold Olsen,Democratic,48.6,False,False
1956,Nebraska,NE,governor,Victor Anderson,Republican,54.3,True,True
1956,Nebraska,NE,governor,Frank Sorrell,Democratic,40.2,False,False
1956,Nebraska,NE,governor,George Morris,Independent,5.6,False,False
1956,New Hampshire,NH,governor,Lane Dwinell,Republican,54.7,True,True
1956,New Hampshire,NH,governor,John Shaw,Democratic,45.3,False,False
1956,New Mexico,NM,governor,Edwin L. Mechem,Republican,52.2,True,False
1956,New Mexico,NM,governor,John F. Simms,Democratic,47.8,False,True
1956,North Carolina,NC,governor,Luther H. Hodges,Democratic,67.0,True,True
1956,North Carolina,NC,governor,Kyle Hayes,Republican,33.1,False,False
1956,North Dakota,ND,governor,John E. Davis,Republican,58.5,True,False
1956,North Dakota,ND,governor,Wallace E. Warner,North Dakota Democratic-npl,41.5,False,False
1956,Ohio,OH,governor,C. William O'Neill,Republican,56.0,True,False
1956,Ohio,OH,governor,Michael DiSalle,Democratic,44.0,False,False
1956,Oregon,OR,governor,Robert D. Holmes,Democratic,50.5,True,False
1956,Oregon,OR,governor,Elmo Smith,Republican,49.5,False,True
1956,Rhode Island,RI,governor,Dennis J. Roberts,Democratic,50.09,True,True
1956,Rhode Island,RI,governor,Christopher Del Sesto,Republican,49.91,False,False
1956,South Dakota,SD,governor,Joe Foss,Republican,54.4,True,True
1956,South Dakota,SD,governor,Ralph Herseth,Democratic,45.6,False,False
1956,Texas,TX,governor,Price Daniel,Democratic,78.4,True,False
1956,Texas,TX,governor,William R. Bryant,Republican,15.2,False,False
1956,Texas,TX,governor,W. Lee O'Daniel,Independent,6.4,False,False
1956,Utah,UT,governor,George Dewey Clyde,Republican,38.2,True,False
1956,Utah,UT,governor,"L.C. ""Rennie"" Romney",Democratic,33.4,False,False
1956,Utah,UT,governor,J. Bracken Lee,Independent,28.4,False,True
1956,Vermont,VT,governor,Joseph B. Johnson,Republican,57.5,True,True
1956,Vermont,VT,governor,E. Frank Branon,Democratic,42.5,False,False
1956,Washington,WA,governor,Albert Rosellini,Democratic,54.6,True,False
1956,Washington,WA,governor,Emmett T. Anderson,Republican,45.0,False,False
1956,Washington,WA,governor,Henry Killman,Labor,0.4,False,False
1956,West Virginia,WV,governor,Cecil H. Underwood,Republican,53.9,True,False
1956,West Virginia,WV,governor,Bob Mollohan,Democratic,46.1,False,False
1956,Wisconsin,WI,governor,Vernon Wallace Thomson,Republican,51.9,True,False
1956,Wisconsin,WI,governor,William Proxmire,Democratic,48.1,False,False
1958,Alabama,AL,governor,John Malcolm Patterson,Democratic,88.2,True,False
1958,Alabama,AL,governor,William Longshore,Republican,11.4,False,False
1958,Alabama,AL,governor,William Jackson,Independent,0.3,False,False
1958,Alaska,AK,governor,William A. Egan,Democratic,59.6,True,False
1958,Alaska,AK,governor,John Butrovich,Republican,39.4,False,False
1958,Alaska,AK,governor,Mike Dollinter,Independent,1.0,False,False
1958,Arizona,AZ,governor,Paul Fannin,Republican,55.1,True,False
1958,Arizona,AZ,governor,Robert Morrison,Democratic,44.9,False,False
1958,Arkansas,AR,governor,Orval Faubus,Democratic,82.5,True,True
1958,Arkansas,AR,governor,George W. Johnson,Republican,17.5,False,False
1958,California,CA,governor,Pat Brown,Democratic,59.8,True,False
1958,California,CA,governor,William Knowland,Republican,40.2,False,False
1958,California,CA,governor,William Potter Gale,Independent,0.04,False,False
1958,Colorado,CO,governor,Stephen McNichols,Democratic,58.4,True,True
1958,Colorado,CO,governor,Palmer Burch,Republican,41.6,False,False
1958,Connecticut,CT,governor,Abraham Ribicoff,Democratic,62.3,True,True
1958,Connecticut,CT,governor,John Davis Lodge,Republican,37.0,False,False
1958,Connecticut,CT,governor,Jasper McLevy,Socialist,0.7,False,False
1958,Georgia,GA,governor,Primary results:,,,True,False
1958,Georgia,GA,governor,Ernest Vandiver,Democratic,80.51,True,False
1958,Georgia,GA,governor,William T. Bodenhamer,Democratic,14.16,False,False
1958,Georgia,GA,governor,Lee Roy Abernathy,Democratic,5.34,False,False
1958,Georgia,GA,governor,General election:,,,True,False
1958,Idaho,ID,governor,Robert E. Smylie,Republican,51.0,True,True
1958,Idaho,ID,governor,Alfred M. Derr,Democratic,49.0,False,False
1958,Iowa,IA,governor,Herschel C. Loveless,Democratic,54.1,True,True
1958,Iowa,IA,governor,William G. Murray,Republican,46.0,False,False
1958,Kansas,KS,governor,George Docking,Democratic,56.5,True,True
1958,Kansas,KS,governor,Clyde M. Reed Jr.,Republican,42.5,False,False
1958,Kansas,KS,governor,Warren C. Martin,Prohibition,1.0,False,False
1958,Maine,ME,governor,Clinton Clauson,Democratic,52.0,True,False
1958,Maine,ME,governor,Horace Hildreth,Republican,48.0,False,False
1958,Maryland,MD,governor,J. Millard Tawes,Democratic,63.6,True,False
1958,Maryland,MD,governor,James Devereux,Republican,36.5,False,False
1958,Massachusetts,MA,governor,Foster Furcolo,Democratic,56.2,True,True
1958,Massachusetts,MA,governor,Charles Gibbons,Republican,43.1,False,False
1958,Massachusetts,MA,governor,Henning A. Blomen,Labor,0.41,False,False
1958,Massachusetts,MA,governor,Guy S. Williams,Prohibition,0.3,False,False
1958,Michigan,MI,governor,G. Mennen Williams,Democratic,53.0,True,True
1958,Michigan,MI,governor,Paul Douglas Bagwell,Republican,46.6,False,False
1958,Michigan,MI,governor,Ralph Muncy,Labor,0.17,False,False
1958,Michigan,MI,governor,Rollin M. Severance,Prohibition,0.16,False,False
1958,Michigan,MI,governor,Frank Lovell,Workers,0.04,False,False
1958,Minnesota,MN,governor,Orville Freeman,Minnesota Democratic-farmer-labor,56.8,True,True
1958,Minnesota,MN,governor,George MacKinnon,Republican,42.3,False,False
1958,Minnesota,MN,governor,Arne Anderson,Independent,0.94,False,False
1958,Nebraska,NE,governor,Ralph G. Brooks,Democratic,50.19,True,False
1958,Nebraska,NE,governor,Victor Anderson,Republican,49.8,False,True
1958,Nevada,NV,governor,Grant Sawyer,Democratic,59.9,True,False
1958,Nevada,NV,governor,Charles H. Russell,Republican,,False,True
1958,New Hampshire,NH,governor,Wesley Powell,Republican,51.7,True,False
1958,New Hampshire,NH,governor,Bernard L. Boutin,Democratic,48.4,False,False
1958,New Mexico,NM,governor,John Burroughs,Democratic,50.47,True,False
1958,New Mexico,NM,governor,Edwin L. Mechem,Republican,49.53,False,True
1958,New York,NY,governor,Nelson Rockefeller,Republican,54.7,True,False
1958,New York,NY,governor,W. Averell Harriman,Democratic,44.7,False,True
1958,New York,NY,governor,John T. McManus,Independent,0.6,False,False
1958,North Dakota,ND,governor,John E. Davis,Republican,53.1,True,True
1958,North Dakota,ND,governor,John F. Lord,North Dakota Democratic-npl,46.9,False,False
1958,Ohio,OH,governor,Michael DiSalle,Democratic,56.9,True,False
1958,Ohio,OH,governor,C. William O'Neill,Republican,43.1,False,True
1958,Oklahoma,OK,governor,J. Howard Edmondson,Democratic,74.1,True,False
1958,Oklahoma,OK,governor,Phil Ferguson,Republican,20.0,False,False
1958,Oklahoma,OK,governor,"D.A. ""Jelly"" Bryce",Independent,5.9,False,False
1958,Oregon,OR,governor,Mark Hatfield,Republican,55.3,True,False
1958,Oregon,OR,governor,Robert D. Holmes,Democratic,44.7,False,True
1958,Pennsylvania,PA,governor,David L. Lawrence,Democratic,50.8,True,False
1958,Pennsylvania,PA,governor,Arthur T. McGonigle,Republican,48.9,False,False
1958,Pennsylvania,PA,governor,Herman A. Johansen,Labor,0.22,False,False
1958,Pennsylvania,PA,governor,Eloise Fickland,Independent,0.11,False,False
1958,Rhode Island,RI,governor,Christopher Del Sesto,Republican,50.9,True,False
1958,Rhode Island,RI,governor,Dennis J. Roberts,Democratic,49.1,False,True
1958,South Carolina,SC,governor,Primary election:,,,True,False
1958,South Carolina,SC,governor,Fritz Hollings,Democratic,41.93,True,False
1958,South Carolina,SC,governor,Donald S. Russell,Democratic,35.02,False,False
1958,South Carolina,SC,governor,William C. Johnston,Democratic,23.06,False,False
1958,South Carolina,SC,governor,Primary runoff:,,,True,False
1958,South Carolina,SC,governor,General election:,,,True,False
1958,South Dakota,SD,governor,Ralph Herseth,Democratic,51.4,True,False
1958,South Dakota,SD,governor,Phil Saunders,Republican,48.6,False,False
1958,Tennessee,TN,governor,Buford Ellington,Democratic,57.5,True,False
1958,Tennessee,TN,governor,Jim Nance McCord,Independent,31.5,False,False
1958,Tennessee,TN,governor,Tom Wall,Republican,8.3,False,False
1958,Tennessee,TN,governor,Scattering,Independent,2.6,False,False
1958,Texas,TX,governor,Price Daniel,Democratic,88.1,True,True
1958,Texas,TX,governor,Edwin S. Mayer,Republican,11.9,False,False
1958,Vermont,VT,governor,Robert Stafford,Republican,50.3,True,False
1958,Vermont,VT,governor,Bernard Joseph Leddy,Democratic,49.7,False,False
1958,Wisconsin,WI,governor,Gaylord Nelson,Democratic,53.6,True,False
1958,Wisconsin,WI,governor,Vernon Wallace Thomson,Republican,46.3,False,True
1958,Wisconsin,WI,governor,Wayne Leverenz,Workers,0.12,False,False
1958,Wyoming,WY,governor,John J. Hickey,Democratic,48.9,True,False
1958,Wyoming,WY,governor,Milward Simpson,Republican,46.6,False,True
1958,Wyoming,WY,governor,Louis W. Carlson,Independent,4.4,False,False
1960,Arizona,AZ,governor,Paul Fannin,Republican,59.3,True,True
1960,Arizona,AZ,governor,Lee Ackerman,Democratic,40.7,False,False
1960,Arkansas,AR,governor,Orval Faubus,Democratic,69.2,True,True
1960,Arkansas,AR,governor,Henry M. Britt,Republican,30.8,False,False
1960,Delaware,DE,governor,Elbert N. Carvel,Democratic,51.7,True,False
1960,Delaware,DE,governor,John W. Rollins,Republican,48.3,False,False
1960,Florida,FL,governor,C. Farris Bryant,Democratic,59.9,True,False
1960,Florida,FL,governor,George C. Petersen,Republican,40.2,False,False
1960,Illinois,IL,governor,Otto Kerner Jr.,Democratic,55.5,True,False
1960,Illinois,IL,governor,William Stratton,Republican,44.3,False,True
